customer_id,signup_date,age,location,customer_segment,subscription_plan,monthly_spend,total_spend,acquisition_channel,payment_method,subscription_start_date,renewal_date,tenure_months,plan_changes,upgrades,downgrades,last_login_date,login_frequency,days_since_last_login,sessions_last_30_days,average_session_duration,feature_usage_count,key_feature_usage,activity_change_pct,support_tickets,unresolved_tickets,complaints,failed_payments,churned,churn_date,churn_reason_category,signup_year_month,is_high_value,is_early_stage,has_support_friction,has_billing_issue,has_inactivity_warning,score_inactivity,score_engagement_velocity,score_operational_friction,score_feature_adoption,churn_risk_score,risk_tier,primary_risk_driver,strategic_segment
CUST-10259,2024-03-08,42,Latin America,Startup/Individual,Basic,29.0,609.0,Paid Ads,Credit Card,2024-03-08,2025-03-08,21,0,0,0,2025-12-29,Daily,2,41,28.4,15,0,-16.2,2,0,0,0,0,,Active / Retained,2024-03,0,0,0,0,0,0.0,4.05,0.0,12.0,16.0,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-10260,2024-06-30,26,Europe,Startup/Individual,Basic,29.0,522.0,Organic Search,Credit Card,2024-06-30,2025-06-30,18,1,1,0,2025-12-29,Weekly (3-5x/wk),2,18,36.8,14,1,28.8,0,0,0,1,0,,Active / Retained,2024-06,0,0,0,1,0,0.0,0.0,6.0,0.0,6.0,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-10261,2024-11-24,60,North America,SMB,Basic,29.0,377.0,Content / Webinar,Credit Card,2024-11-24,2025-11-24,13,0,0,0,2025-12-13,Rare (1-2x/mo),18,0,10.3,9,1,-77.7,5,2,1,0,1,2025-02-23,Support Friction & Unresolved Issues,2024-11,0,0,1,0,1,19.4,24.425,10.5,0.0,54.3,Medium Risk,Activity Dropoff,Churned Customer
CUST-10262,2024-10-10,46,North America,Startup/Individual,Basic,29.0,406.0,Organic Search,Credit Card,2024-10-10,2025-10-10,14,0,0,0,2025-12-23,Occasional (1-2x/wk),8,22,20.4,13,1,18.9,2,0,0,0,0,,Active / Retained,2024-10,0,0,0,0,0,13.2,0.0,0.0,0.0,13.2,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-10263,2024-11-29,24,Europe,Mid-Market,Pro,79.0,1027.0,Paid Ads,Invoicing,2024-11-29,2025-11-29,13,0,0,0,2025-12-18,Occasional (1-2x/wk),13,0,9.4,1,0,-61.5,1,0,0,0,1,2025-02-28,Competitor Migration / Natural Attrition,2024-11,0,0,0,0,0,19.2,20.375,0.0,17.0,56.6,Medium Risk,Activity Dropoff,Churned Customer
CUST-10264,2024-04-13,35,Asia Pacific,SMB,Basic,29.0,580.0,Paid Ads,Credit Card,2024-04-13,2025-04-13,20,0,0,0,2025-12-31,Daily,0,41,20.1,6,0,-10.6,2,0,0,0,0,,Active / Retained,2024-04,0,0,0,0,0,0.0,2.65,0.0,14.5,17.2,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-10265,2024-08-17,38,North America,Mid-Market,Pro,79.0,1264.0,Referral,Credit Card,2024-08-17,2025-08-17,16,0,0,0,2025-12-26,Weekly (3-5x/wk),5,43,21.8,13,0,-23.8,2,0,0,0,0,,Active / Retained,2024-08,0,0,0,0,0,9.0,5.95,0.0,12.0,27.0,Low Risk,Low Feature Adoption / Downgrade,Loyal Customers
CUST-10266,2024-12-20,24,North America,SMB,Basic,29.0,348.0,Direct Sales,PayPal,2024-12-20,2025-12-20,12,0,0,0,2025-12-25,Weekly (3-5x/wk),6,21,28.3,13,0,16.5,1,0,0,0,0,,Active / Retained,2024-12,0,0,0,0,0,10.5,0.0,0.0,12.0,22.5,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-10267,2025-07-27,45,North America,SMB,Pro,79.0,395.0,Partner Affiliate,Credit Card,2025-07-27,2026-07-27,5,0,0,0,2025-12-09,Rare (1-2x/mo),22,5,9.0,11,1,-79.3,0,0,0,0,1,2025-08-26,Competitor Migration / Natural Attrition,2025-07,0,0,0,0,1,20.8,22.325,0.0,0.0,43.1,Medium Risk,Activity Dropoff,Churned Customer
CUST-10268,2024-12-03,31,Europe,Mid-Market,Enterprise,249.0,2988.0,Direct Sales,ACH / Bank Transfer,2024-12-03,2025-12-03,12,0,0,0,2025-11-24,Dormant (30+ days),37,6,10.5,10,0,-56.8,2,0,0,1,1,2025-04-03,Competitor Migration / Natural Attrition,2024-12,1,0,0,1,1,25.0,16.7,6.0,12.0,59.7,Medium Risk,Severe Inactivity,Churned Customer
CUST-10269,2025-07-06,43,Asia Pacific,SMB,Basic,29.0,145.0,Partner Affiliate,Credit Card,2025-07-06,2026-07-06,5,0,0,0,2025-12-31,Daily,0,27,22.8,1,0,-2.0,3,0,0,0,0,,Active / Retained,2025-07,0,0,0,0,0,0.0,0.5,0.0,17.0,17.5,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-10270,2025-06-10,37,Asia Pacific,Enterprise,Enterprise,249.0,1494.0,Organic Search,Invoicing,2025-06-10,2026-06-10,6,0,0,0,2025-12-25,Weekly (3-5x/wk),6,39,15.1,12,0,5.8,6,1,1,0,0,,Active / Retained,2025-06,1,0,1,0,0,10.5,0.0,6.5,12.0,29.0,Low Risk,Low Feature Adoption / Downgrade,Loyal Customers
CUST-10271,2024-12-02,32,Europe,Enterprise,Enterprise,249.0,2988.0,Direct Sales,Invoicing,2024-12-02,2025-12-02,12,0,0,0,2025-12-30,Weekly (3-5x/wk),1,24,16.9,19,1,9.1,2,0,0,0,0,,Active / Retained,2024-12,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Low Risk,Healthy Customer / No Major Risk,Champions
CUST-10272,2024-06-05,58,North America,SMB,Basic,29.0,522.0,Organic Search,Credit Card,2024-06-05,2025-06-05,18,0,0,0,2025-12-28,Weekly (3-5x/wk),3,31,19.5,3,0,3.9,1,0,0,0,0,,Active / Retained,2024-06,0,0,0,0,0,0.0,0.0,0.0,17.0,17.0,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-10273,2025-02-22,51,Europe,SMB,Basic,29.0,290.0,Organic Search,Credit Card,2025-02-22,2026-02-22,10,0,0,0,2025-12-31,Daily,0,26,26.4,4,0,3.8,4,1,0,0,0,,Active / Retained,2025-02,0,0,1,0,0,0.0,0.0,4.0,17.0,21.0,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-10274,2024-06-20,30,Middle East & Africa,Mid-Market,Pro,79.0,1422.0,Direct Sales,Credit Card,2024-06-20,2025-06-20,18,0,0,0,2025-12-27,Weekly (3-5x/wk),4,41,32.1,11,1,3.4,1,0,0,0,0,,Active / Retained,2024-06,0,0,0,0,0,7.5,0.0,0.0,0.0,7.5,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-10275,2024-10-01,33,Latin America,Mid-Market,Pro,79.0,1106.0,Organic Search,ACH / Bank Transfer,2024-10-01,2025-10-01,14,1,1,0,2025-12-30,Daily,1,34,10.3,8,0,-13.8,1,0,0,0,0,,Active / Retained,2024-10,0,0,0,0,0,0.0,3.45,0.0,14.5,18.0,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-10276,2024-07-06,42,Latin America,Mid-Market,Enterprise,249.0,4233.0,Partner Affiliate,Credit Card,2024-07-06,2025-07-06,17,0,0,0,2025-12-21,Occasional (1-2x/wk),10,34,41.8,8,1,12.3,2,0,0,0,0,,Active / Retained,2024-07,1,0,0,0,0,15.6,0.0,0.0,2.5,18.1,Low Risk,Healthy Customer / No Major Risk,Champions
CUST-10277,2024-02-07,29,North America,Mid-Market,Enterprise,249.0,5478.0,Paid Ads,Credit Card,2024-02-07,2025-02-06,22,0,0,0,2025-12-31,Daily,0,30,30.2,8,0,27.3,2,0,0,0,0,,Active / Retained,2024-02,1,0,0,0,0,0.0,0.0,0.0,14.5,14.5,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-10278,2024-04-16,51,Asia Pacific,SMB,Pro,79.0,1580.0,Organic Search,Credit Card,2024-04-16,2025-04-16,20,1,1,0,2025-12-31,Daily,0,35,32.0,13,1,14.2,4,1,1,0,0,,Active / Retained,2024-04,0,0,1,0,0,0.0,0.0,6.5,0.0,6.5,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-10279,2024-09-06,25,Asia Pacific,Startup/Individual,Basic,29.0,435.0,Organic Search,Credit Card,2024-09-06,2025-09-06,15,0,0,0,2025-12-30,Daily,1,26,33.2,17,1,10.6,2,0,0,0,0,,Active / Retained,2024-09,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-10280,2025-06-16,30,Europe,Mid-Market,Pro,79.0,474.0,Paid Ads,ACH / Bank Transfer,2025-06-16,2026-06-16,6,0,0,0,2025-11-21,Dormant (30+ days),40,9,6.9,16,1,-40.7,5,0,0,0,1,2025-08-15,Competitor Migration / Natural Attrition,2025-06,0,0,0,0,1,25.0,10.175,0.0,0.0,35.2,Medium Risk,Severe Inactivity,Churned Customer
CUST-10281,2025-01-10,25,North America,SMB,Pro,79.0,869.0,Direct Sales,Credit Card,2025-01-10,2026-01-10,11,0,0,0,2025-12-24,Occasional (1-2x/wk),7,23,21.7,6,1,30.6,2,0,0,1,0,,Active / Retained,2025-01,0,0,0,1,0,12.0,0.0,6.0,2.5,20.5,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-10282,2025-09-19,27,Middle East & Africa,Mid-Market,Pro,79.0,237.0,Content / Webinar,Invoicing,2025-09-19,2026-09-19,3,0,0,0,2025-12-09,Rare (1-2x/mo),22,0,5.9,3,0,-76.4,2,0,0,0,1,2025-10-19,Onboarding Dropoff & Low Feature Adoption,2025-09,0,1,0,0,1,20.8,24.1,0.0,17.0,61.9,High Risk,Activity Dropoff,Churned Customer
CUST-10283,2024-07-10,53,Europe,Mid-Market,Pro,79.0,1343.0,Referral,ACH / Bank Transfer,2024-07-10,2025-07-10,17,0,0,0,2025-12-04,Rare (1-2x/mo),27,2,7.3,10,1,-73.4,0,0,0,2,1,2025-11-09,Involuntary Billing / Payment Failure,2024-07,0,0,0,1,1,22.55,23.35,12.0,0.0,57.9,Medium Risk,Activity Dropoff,Churned Customer
CUST-10284,2024-10-16,42,North America,Mid-Market,Pro,79.0,1106.0,Paid Ads,ACH / Bank Transfer,2024-10-16,2025-10-16,14,0,0,0,2025-12-30,Weekly (3-5x/wk),1,20,20.9,9,0,-13.9,5,0,0,0,0,,Active / Retained,2024-10,0,0,0,0,0,0.0,3.475,0.0,12.0,15.5,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-10285,2024-10-28,42,North America,Startup/Individual,Basic,29.0,406.0,Referral,Credit Card,2024-10-28,2025-10-28,14,0,0,0,2025-12-29,Daily,2,28,16.8,16,1,22.8,0,0,0,0,0,,Active / Retained,2024-10,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-10286,2025-05-31,22,Europe,SMB,Basic,29.0,203.0,Paid Ads,Credit Card,2025-05-31,2026-05-31,7,0,0,0,2025-12-31,Daily,0,46,21.7,11,1,52.0,1,0,0,0,0,,Active / Retained,2025-05,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-10287,2025-05-03,31,Europe,SMB,Basic,29.0,203.0,Organic Search,PayPal,2025-05-03,2026-05-03,7,0,0,0,2025-12-28,Weekly (3-5x/wk),3,36,16.3,8,0,-6.7,0,0,0,0,0,,Active / Retained,2025-05,0,0,0,0,0,0.0,1.675,0.0,14.5,16.2,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-10288,2025-03-04,46,North America,SMB,Basic,29.0,261.0,Direct Sales,PayPal,2025-03-04,2026-03-04,9,0,0,0,2025-12-31,Weekly (3-5x/wk),0,19,26.3,8,0,10.8,1,0,0,0,0,,Active / Retained,2025-03,0,0,0,0,0,0.0,0.0,0.0,14.5,14.5,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-10289,2024-05-05,51,Asia Pacific,Mid-Market,Pro,79.0,1501.0,Organic Search,ACH / Bank Transfer,2024-05-05,2025-05-05,19,1,1,0,2025-12-31,Weekly (3-5x/wk),0,17,33.0,11,0,18.9,3,0,0,0,0,,Active / Retained,2024-05,0,0,0,0,0,0.0,0.0,0.0,12.0,12.0,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-10290,2025-02-01,48,Asia Pacific,Startup/Individual,Basic,29.0,290.0,Referral,Credit Card,2025-02-01,2026-02-01,10,0,0,0,2025-12-24,Occasional (1-2x/wk),7,40,39.7,11,1,37.0,1,0,0,0,0,,Active / Retained,2025-02,0,0,0,0,0,12.0,0.0,0.0,0.0,12.0,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-10291,2024-05-11,32,Asia Pacific,Mid-Market,Pro,79.0,1501.0,Referral,Credit Card,2024-05-11,2025-05-11,19,0,0,0,2025-12-19,Occasional (1-2x/wk),12,8,11.7,11,1,-60.9,1,0,0,0,1,2024-06-10,Competitor Migration / Natural Attrition,2024-05,0,0,0,0,0,18.0,17.725,0.0,0.0,35.7,Medium Risk,Severe Inactivity,Churned Customer
CUST-10292,2025-02-24,51,North America,Enterprise,Enterprise,249.0,2490.0,Paid Ads,Credit Card,2025-02-24,2026-02-24,10,0,0,0,2025-12-31,Weekly (3-5x/wk),0,21,23.1,4,0,9.2,2,0,0,0,0,,Active / Retained,2025-02,1,0,0,0,0,0.0,0.0,0.0,17.0,17.0,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-10293,2025-01-20,54,Europe,Mid-Market,Enterprise,249.0,2739.0,Organic Search,ACH / Bank Transfer,2025-01-20,2026-01-20,11,0,0,0,2025-12-28,Weekly (3-5x/wk),3,31,25.2,9,1,16.3,3,0,0,0,0,,Active / Retained,2025-01,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Low Risk,Healthy Customer / No Major Risk,Champions
CUST-10294,2024-12-23,41,North America,Mid-Market,Pro,79.0,948.0,Referral,Credit Card,2024-12-23,2025-12-23,12,0,0,0,2025-12-29,Weekly (3-5x/wk),2,23,35.5,11,1,23.4,1,0,0,0,0,,Active / Retained,2024-12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-10295,2025-05-22,56,North America,Enterprise,Custom Tier,782.72,5479.04,Organic Search,ACH / Bank Transfer,2025-05-22,2026-05-22,7,0,0,0,2025-12-29,Weekly (3-5x/wk),2,15,30.2,16,1,-22.5,2,0,0,0,0,,Active / Retained,2025-05,1,0,0,0,0,0.0,5.625,0.0,0.0,5.6,Low Risk,Healthy Customer / No Major Risk,Champions
CUST-10296,2024-11-07,30,North America,SMB,Pro,79.0,1027.0,Paid Ads,Credit Card,2024-11-07,2025-11-07,13,1,1,0,2025-12-27,Occasional (1-2x/wk),4,4,11.1,17,1,16.7,1,0,0,1,0,,Active / Retained,2024-11,0,0,0,1,0,7.5,2.5,6.0,0.0,16.0,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-10297,2025-07-11,46,Asia Pacific,Mid-Market,Pro,79.0,395.0,Content / Webinar,Credit Card,2025-07-11,2026-07-11,5,0,0,0,2025-12-16,Rare (1-2x/mo),15,36,13.5,18,1,-34.3,4,0,0,0,0,,Active / Retained,2025-07,0,0,0,0,1,18.35,8.575,0.0,0.0,26.9,Low Risk,Severe Inactivity,Loyal Customers
CUST-10298,2024-10-22,57,North America,SMB,Basic,29.0,406.0,Paid Ads,PayPal,2024-10-22,2025-10-22,14,0,0,0,2025-12-30,Daily,1,34,45.6,5,0,25.8,2,0,0,0,0,,Active / Retained,2024-10,0,0,0,0,0,0.0,0.0,0.0,14.5,14.5,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-10299,2024-08-08,41,North America,Enterprise,Enterprise,249.0,3984.0,Partner Affiliate,Invoicing,2024-08-08,2025-08-08,16,0,0,0,2025-12-31,Occasional (1-2x/wk),0,6,13.2,3,0,10.0,4,0,0,0,0,,Active / Retained,2024-08,1,0,0,0,0,0.0,2.5,0.0,17.0,19.5,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-10300,2024-04-12,40,North America,Startup/Individual,Basic,29.0,580.0,Partner Affiliate,Credit Card,2024-04-12,2025-04-12,20,0,0,0,2025-12-22,Occasional (1-2x/wk),9,20,11.9,17,1,13.3,3,0,0,0,0,,Active / Retained,2024-04,0,0,0,0,0,14.4,0.0,0.0,0.0,14.4,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-10301,2025-04-26,39,Europe,Mid-Market,Pro,79.0,632.0,Paid Ads,ACH / Bank Transfer,2025-04-26,2026-04-26,8,0,0,0,2025-12-27,Weekly (3-5x/wk),4,17,29.5,9,0,7.4,6,1,1,0,0,,Active / Retained,2025-04,0,0,1,0,0,7.5,0.0,6.5,12.0,26.0,Low Risk,Low Feature Adoption / Downgrade,Loyal Customers
CUST-10302,2024-12-11,44,Middle East & Africa,SMB,Basic,29.0,348.0,Direct Sales,Credit Card,2024-12-11,2025-12-11,12,0,0,0,2025-12-28,Weekly (3-5x/wk),3,40,27.1,7,0,-1.0,3,0,0,0,0,,Active / Retained,2024-12,0,0,0,0,0,0.0,0.25,0.0,14.5,14.8,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-10303,2025-02-25,40,Middle East & Africa,SMB,Pro,79.0,790.0,Organic Search,Credit Card,2025-02-25,2026-02-25,10,0,0,0,2025-12-27,Weekly (3-5x/wk),4,26,24.4,7,0,2.7,2,0,0,0,0,,Active / Retained,2025-02,0,0,0,0,0,7.5,0.0,0.0,14.5,22.0,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-10304,2025-06-02,27,North America,Mid-Market,Pro,79.0,474.0,Referral,ACH / Bank Transfer,2025-06-02,2026-06-02,6,0,0,0,2025-11-20,Dormant (30+ days),41,7,11.8,4,1,-74.1,0,0,0,0,1,2025-08-01,Competitor Migration / Natural Attrition,2025-06,0,0,0,0,1,25.0,21.025,0.0,5.0,51.0,Medium Risk,Severe Inactivity,Churned Customer
CUST-10305,2025-07-23,39,North America,Enterprise,Enterprise,249.0,1245.0,Partner Affiliate,Invoicing,2025-07-23,2026-07-23,5,1,0,1,2025-12-30,Daily,1,25,33.6,5,0,11.5,5,1,0,0,0,,Active / Retained,2025-07,1,0,1,0,0,0.0,0.0,4.0,22.5,26.5,Low Risk,Low Feature Adoption / Downgrade,Loyal Customers
CUST-10306,2024-07-26,47,North America,Mid-Market,Pro,79.0,1343.0,Referral,ACH / Bank Transfer,2024-07-26,2025-07-26,17,0,0,0,2025-12-31,Weekly (3-5x/wk),0,20,27.2,3,0,14.0,3,0,0,0,0,,Active / Retained,2024-07,0,0,0,0,0,0.0,0.0,0.0,17.0,17.0,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-10307,2025-05-24,31,Asia Pacific,Mid-Market,Enterprise,249.0,1743.0,Organic Search,ACH / Bank Transfer,2025-05-24,2026-05-24,7,1,1,0,2025-12-13,Rare (1-2x/mo),18,29,19.3,10,1,27.6,3,0,0,0,0,,Active / Retained,2025-05,1,0,0,0,1,19.4,0.0,0.0,0.0,19.4,Low Risk,Healthy Customer / No Major Risk,Champions
CUST-10308,2024-10-04,25,North America,Mid-Market,Pro,79.0,1106.0,Partner Affiliate,Invoicing,2024-10-04,2025-10-04,14,0,0,0,2025-11-30,Dormant (30+ days),31,5,14.5,2,0,-83.0,3,0,0,0,1,2025-05-05,Competitor Migration / Natural Attrition,2024-10,0,0,0,0,1,25.0,22.5,0.0,17.0,64.5,High Risk,Severe Inactivity,Churned Customer
CUST-10309,2025-03-20,44,North America,SMB,Basic,29.0,261.0,Direct Sales,Credit Card,2025-03-20,2026-03-20,9,0,0,0,2025-12-31,Daily,0,39,22.0,11,1,6.3,3,0,0,0,0,,Active / Retained,2025-03,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-10310,2024-04-16,25,Europe,SMB,Basic,29.0,580.0,Paid Ads,Credit Card,2024-04-16,2025-04-16,20,0,0,0,2025-12-31,Weekly (3-5x/wk),0,23,32.4,5,0,2.4,3,0,0,0,0,,Active / Retained,2024-04,0,0,0,0,0,0.0,0.0,0.0,14.5,14.5,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-10311,2025-05-29,36,North America,SMB,Basic,29.0,203.0,Paid Ads,ACH / Bank Transfer,2025-05-29,2026-05-29,7,1,1,0,2025-12-30,Daily,1,38,10.3,13,1,28.8,1,0,0,0,0,,Active / Retained,2025-05,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-10312,2025-05-17,62,North America,Enterprise,Enterprise,249.0,1743.0,Content / Webinar,Invoicing,2025-05-17,2026-05-17,7,0,0,0,2025-12-31,Daily,0,38,29.8,4,0,24.1,1,0,0,0,0,,Active / Retained,2025-05,1,0,0,0,0,0.0,0.0,0.0,17.0,17.0,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-10313,2024-02-20,33,North America,Startup/Individual,Basic,29.0,638.0,Content / Webinar,PayPal,2024-02-20,2025-02-19,22,0,0,0,2025-12-27,Weekly (3-5x/wk),4,47,26.4,16,1,-3.2,4,0,0,0,0,,Active / Retained,2024-02,0,0,0,0,0,7.5,0.8,0.0,0.0,8.3,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-10314,2025-04-06,45,North America,Mid-Market,Enterprise,249.0,1992.0,Content / Webinar,Credit Card,2025-04-06,2026-04-06,8,0,0,0,2025-12-31,Weekly (3-5x/wk),0,20,44.0,6,1,-4.9,5,0,0,0,0,,Active / Retained,2025-04,1,0,0,0,0,0.0,1.225,0.0,2.5,3.7,Low Risk,Healthy Customer / No Major Risk,Champions
CUST-10315,2025-09-08,51,Europe,SMB,Pro,79.0,237.0,Paid Ads,PayPal,2025-09-08,2026-09-08,3,0,0,0,2025-12-23,Occasional (1-2x/wk),8,20,27.6,7,1,8.0,3,0,0,0,0,,Active / Retained,2025-09,0,1,0,0,0,13.2,0.0,0.0,2.5,15.7,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-10316,2025-03-01,42,Middle East & Africa,Enterprise,Custom Tier,842.43,8424.3,Referral,Invoicing,2025-03-01,2026-03-01,10,0,0,0,2025-10-02,Dormant (30+ days),90,8,11.8,16,0,-87.1,1,0,0,0,1,2025-05-31,Competitor Migration / Natural Attrition,2025-03,1,0,0,0,1,25.0,22.5,0.0,12.0,59.5,Medium Risk,Severe Inactivity,Churned Customer
CUST-10317,2025-09-01,59,North America,Mid-Market,Pro,79.0,237.0,Paid Ads,Invoicing,2025-09-01,2026-09-01,3,0,0,0,2025-12-11,Rare (1-2x/mo),20,8,13.8,7,0,-37.5,0,0,0,0,1,2025-10-31,Onboarding Dropoff & Low Feature Adoption,2025-09,0,1,0,0,1,20.1,11.875,0.0,14.5,46.5,Medium Risk,Severe Inactivity,Churned Customer
CUST-10318,2025-05-20,28,North America,SMB,Basic,29.0,203.0,Content / Webinar,Credit Card,2025-05-20,2026-05-20,7,0,0,0,2025-12-19,Occasional (1-2x/wk),12,3,14.9,15,1,-78.6,1,0,0,0,1,2025-08-19,Competitor Migration / Natural Attrition,2025-05,0,0,0,0,0,18.0,24.65,0.0,0.0,42.6,Medium Risk,Activity Dropoff,Churned Customer
CUST-10319,2024-10-13,40,Latin America,SMB,Pro,79.0,1106.0,Direct Sales,Credit Card,2024-10-13,2025-10-13,14,0,0,0,2025-10-12,Dormant (30+ days),80,5,8.0,3,0,-61.6,3,0,0,0,1,2024-11-12,Competitor Migration / Natural Attrition,2024-10,0,0,0,0,1,25.0,17.9,0.0,17.0,59.9,Medium Risk,Severe Inactivity,Churned Customer
CUST-10320,2025-08-14,44,Latin America,SMB,Pro,79.0,316.0,Direct Sales,Credit Card,2025-08-14,2026-08-14,4,0,0,0,2025-12-28,Weekly (3-5x/wk),3,19,14.8,8,1,18.8,4,0,0,0,0,,Active / Retained,2025-08,0,0,0,0,0,0.0,0.0,0.0,2.5,2.5,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-10321,2025-02-07,36,North America,SMB,Pro,79.0,790.0,Direct Sales,PayPal,2025-02-07,2026-02-07,10,0,0,0,2025-12-09,Rare (1-2x/mo),22,2,6.8,12,1,-68.1,3,0,0,3,1,2025-10-08,Involuntary Billing / Payment Failure,2025-02,0,0,0,1,1,20.8,22.025,12.0,0.0,54.8,Medium Risk,Activity Dropoff,Churned Customer
CUST-10322,2025-10-26,26,Europe,Startup/Individual,Basic,29.0,58.0,Referral,Credit Card,2025-10-26,2026-10-26,2,0,0,0,2025-12-31,Daily,0,28,33.8,6,1,5.2,3,0,0,0,0,,Active / Retained,2025-10,0,1,0,0,0,0.0,0.0,0.0,2.5,2.5,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-10323,2025-09-26,59,North America,SMB,Pro,79.0,237.0,Organic Search,Credit Card,2025-09-26,2026-09-26,3,0,0,0,2025-12-29,Daily,2,40,32.0,6,1,-8.1,3,0,0,0,0,,Active / Retained,2025-09,0,1,0,0,0,0.0,2.025,0.0,2.5,4.5,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-10324,2024-10-12,31,Asia Pacific,SMB,Pro,79.0,1106.0,Paid Ads,Credit Card,2024-10-12,2025-10-12,14,0,0,0,2025-12-28,Weekly (3-5x/wk),3,32,25.1,6,1,12.2,3,0,0,0,0,,Active / Retained,2024-10,0,0,0,0,0,0.0,0.0,0.0,2.5,2.5,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-10325,2024-11-05,27,Middle East & Africa,Mid-Market,Enterprise,249.0,3237.0,Organic Search,Credit Card,2024-11-05,2025-11-05,13,0,0,0,2025-12-23,Occasional (1-2x/wk),8,29,15.6,14,1,-17.9,2,0,0,0,0,,Active / Retained,2024-11,1,0,0,0,0,13.2,4.475,0.0,0.0,17.7,Low Risk,Healthy Customer / No Major Risk,Champions
CUST-10326,2024-12-16,46,Europe,Enterprise,Enterprise,249.0,2988.0,Organic Search,ACH / Bank Transfer,2024-12-16,2025-12-16,12,1,1,0,2025-12-28,Weekly (3-5x/wk),3,22,18.6,12,1,-10.8,5,1,1,0,0,,Active / Retained,2024-12,1,0,1,0,0,0.0,2.7,6.5,0.0,9.2,Low Risk,Healthy Customer / No Major Risk,Champions
CUST-10327,2025-07-15,36,Europe,SMB,Basic,29.0,145.0,Organic Search,Credit Card,2025-07-15,2026-07-15,5,1,1,0,2025-12-23,Occasional (1-2x/wk),8,28,27.3,15,1,5.1,2,0,0,0,0,,Active / Retained,2025-07,0,0,0,0,0,13.2,0.0,0.0,0.0,13.2,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-10328,2024-11-23,44,North America,Mid-Market,Enterprise,249.0,3237.0,Referral,ACH / Bank Transfer,2024-11-23,2025-11-23,13,0,0,0,2025-12-15,Rare (1-2x/mo),16,3,14.6,6,0,-75.8,3,0,0,0,1,2025-04-24,Competitor Migration / Natural Attrition,2024-11,1,0,0,0,1,18.7,23.95,0.0,14.5,57.2,Medium Risk,Activity Dropoff,Churned Customer
CUST-10329,2024-09-09,35,Europe,SMB,Pro,79.0,1185.0,Direct Sales,Credit Card,2024-09-09,2025-09-09,15,0,0,0,2025-12-31,Daily,0,25,25.8,12,1,6.7,1,0,0,0,0,,Active / Retained,2024-09,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
